id;"Comp. Word";Pronunciation;"English Translation";Frequency
14108;便通;bentuu;"bowel movement";72
14109;母系;bokei;"maternal line";72
14110;万有;banyuu;"all things";72
14111;満場;manzyoo;unanimous;72
14112;名代;nadai;well-known;72
14113;友引;tomobiki;"good day for business and lawsuits";72
14114;悠然;yuuzen;"with an air of composure";72
14115;羊水;yoosui;"amniotic fluid";72
14116;葉酸;yoosan;"folic acid";72
14117;累犯;ruihan;"repeated offense";72
14118;威風;ihuu;majesty;71
14119;一存;itizon;"one's own discretion";71
14120;一対;ittui;pair;71
14121;王侯;ookoo;"king and princes";71
14122;臆病;okubyoo;cowardice;71
14123;怪我;kega;injury;71
14124;学舎;gakusya;school;71
14125;戯作;gesaku;"cheap literature";71
14126;旧館;kyuukan;"old building";71
14127;供宴;kyooen;feast;71
14128;饗宴;kyooen;feast;71
14129;空路;kuuro;"air lane";71
14130;原虫;gentyuu;protozoan;71
14131;言辞;genzi;language;71
14132;固着;kotyaku;"adherence to";71
14133;公国;kookoku;dukedom;71
14134;厚意;kooi;kindness;71
14135;広野;kooya;plain;71
14136;根城;neziro;stronghold;71
14137;採寸;saisun;"taking measurements";71
14138;時局;zikyoku;situation;71
14139;治世;tisei;rule;71
14140;執権;sikken;"regent to the shogunate";71
14141;銃身;zyuusin;"gun barrel";71
14142;殉難;zyunnan;martyrdom;71
14143;書林;syorin;"vast stock of books";71
14144;情実;zyoozitu;"real situations";71
14145;厨子;zusi;"miniature shrine with double doors";71
14146;水洗;suisen;"rinsing with water";71
14147;生糸;kiito;"raw silk thread";71
14148;声量;seiryoo;volume;71
14149;前駆;zenku;outrider;71
14150;蔵人;kuroodo;"keeper of imperial archives";71
14151;大老;tairoo;"chief minister";71
14152;中空;tyuukuu;hollow;71
14153;珍品;tinpin;curio;71
14154;鉄器;tekki;ironware;71
14155;闘魂;tookon;"fighting spirit";71
14156;特務;tokumu;"special duty";71
14157;飛脚;hikyaku;"express messenger";71
14158;病後;byoogo;convalescence;71
14159;不死;husi;immortality;71
14160;仏塔;buttoo;pagoda;71
14161;物納;butunoo;"payment in kind";71
14162;万世;bansei;"all ages";71
14163;銘記;meiki;"keep in mind";71
14164;容貌;yooboo;looks;71
14165;蘭学;rangaku;"Dutch studies";71
14166;立食;rissyoku;"stand-up meal";71
14167;溜池;tameike;reservoir;71
14168;忸怩;zikuzi;bashful;71
14169;懺悔;zange;repentance;71
14170;篝火;kagaribi;"fire built in an iron basket";71
14171;印画;inga;print;70
14172;雨風;amekaze;"rain and wind";70
14173;越権;ekken;"going beyond authority";70
14174;厭戦;ensen;"war weariness";70
14175;炎天;enten;"blazing heat";70
14176;縁者;enzya;relative;70
14177;画題;gadai;motif;70
14178;学籍;gakuseki;"school register";70
14179;感応;kanoo;inspiration;70
14180;機上;kizyoo;"aboard an aeroplane";70
14181;魚粉;gyohun;"fish meal";70
14182;薫風;kunpuu;"balmy breeze";70
14183;慶弔;keityoo;"congratulations and condolences";70
14184;芸談;geidan;"talk about art";70
14185;公党;kootoo;"political party";70
14186;香炉;kooro;censer;70
14187;黒糖;kokutoo;"brown cane sugar";70
14188;最下;saika;"the lowest";70
14189;在院;zaiin;"stay in hospital";70
14190;士族;sizoku;"family or person with samurai ancestors";70
14191;出棺;syukkan;"carrying out a coffin";70
14192;徐々;zyozyo;gradually;70
14193;食傷;syokusyoo;surfeit;70
14194;神前;sinzen;"before god";70
14195;成魚;seigyo;"adult fish";70
14196;煎茶;sentya;"green tea";70
14197;早見;hayami;chart;70
14198;総覧;sooran;guide;70
14199;太極;taikyoku;taiji;70
14200;駄物;damono;trash;70
14201;大徳;daitoku;"virtuous priest";70
14202;端数;hasuu;fraction;70
14203;適任;tekinin;competent;70
14204;吐息;toiki;sigh;70
14205;討伐;toobatu;subjugation;70
14206;同権;dooken;"the same rights";70
14207;同根;dookon;"same root";70
14208;特恵;tokkei;"preferential treatment";70
14209;日蔭;hikage;shade;70
14210;年報;nenpoo;"annual report";70
14211;白糸;siraito;"white thread";70
14212;薄茶;usutya;"weak matcha";70
14213;発情;hatuzyoo;"sexual excitement";70
14214;板書;bansyo;"writing on a blackboard";70
14215;瓢箪;hyootan;gourd;70
14216;瓶詰;binzume;bottling;70
14217;粉雪;koyuki;"powdered snow";70
14218;別当;bettoo;groom;70
14219;補殺;hosatu;"catching and killing";70
14220;朋友;hooyuu;friend;70
14221;無銭;musen;"without money";70
14222;無比;muhi;peerless;70
14223;命脈;meimyaku;life;70
14224;恋仲;koinaka;love;70
14225;逍遥;syooyoo;ramble;70
14226;饒舌;zyoozetu;garrulity;70
14227;映写;eisya;projection;69
14228;加水;kasui;"adding water";69
14229;外郎;uiroo;"sweet rice jelly";69
14230;概論;gairon;introduction;69
14231;格段;kakudan;special;69
14232;閑居;kankyo;"quiet and secluded life";69
14233;貴君;kikun;you;69
14234;起案;kian;drafting;69
14235;強情;goozyoo;obstinacy;69
14236;肩幅;katahaba;"shoulder width";69
14237;枯死;kosi;withering;69
14238;今宵;koyoi;"this evening";69
14239;懇意;koni;kindness;69
14240;座像;zazoo;"seated figure";69
14241;死票;sihyoo;"useless vote";69
14242;死力;siryoku;"desperate effort";69
14243;侍女;zizyo;"lady attendant";69
14244;取消;torikesi;cancellation;69
14245;狩人;karyuudo;hunter;69
14246;縮刷;syukusatu;"pocket edition";69
14247;小粋;koiki;stylish;69
14248;色絵;iroe;painting;69
14249;神像;sinzoo;idol;69
14250;正室;seisitu;;69
14251;清書;seisyo;"clean copy";69
14252;聖者;seizya;saint;69
14253;戦機;senki;"time for battle";69
14254;全科;zenka;"complete course";69
14255;総譜;soohu;"full musical score";69
14256;速達;sokutatu;express;69
14257;胆汁;tanzyuu;bile;69
14258;超然;tyoozen;detached;69
14259;土俗;dozoku;"local customs";69
14260;日射;nissya;"solar radiation";69
14261;如意;nyoi;"one's wishes";69
14262;年少;nensyoo;youth;69
14263;粘液;neneki;mucus;69
14264;波瀾;haran;troubles;69
14265;白痴;hakuti;idiot;69
14266;薄紫;usumurasaki;"light purple";69
14267;姫君;himegimi;"daughter of a person of high rank";69
14268;浮輪;ukiwa;"swim ring";69
14269;変態;hentai;transformation;69
14270;放逐;hootiku;expulsion;69
14271;北岸;hokugan;"north coast";69
14272;勃興;bokkoo;"sudden rise to power";69
14273;没年;botunen;"one's age at death";69
14274;名主;nanusi;"village headman";69
14275;名訳;meiyaku;"superlative translation";69
14276;木像;mokuzoo;"wooden statue or image";69
14277;目測;mokusoku;"eye measurement";69
14278;勇猛;yuumoo;daring;69
14279;遊行;yugyoo;wandering;69
14280;裸眼;ragan;"naked eye";69
14281;蓮華;renge;"lotus flower";69
14282;露光;rokoo;exposure;69
14283;牢獄;roogoku;prison;69
14284;喘息;zensoku;asthma;69
14285;鋭意;eii;eagerly;68
14286;恩寵;ontyoo;grace;68
14287;音曲;ongyoku;"songs with samisen accompaniment";68
14288;下戸;geko;"someone who can't drink";68
14289;化工;kakoo;"chemical engineering";68
14290;賀詞;gasi;congratulations;68
14291;回文;kaibun;circular;68
14292;巨万;kyoman;"huge fortune";68
14293;健全;kenzen;health;68
14294;混交;konkoo;mixture;68
14295;在中;zaityuu;within;68
14296;枝肉;edaniku;"dressed carcass";68
14297;七輪;sitirin;"earthen charcoal brazier";68
14298;煮豆;nimame;"cooked beans";68
14299;遮光;syakoo;shade;68
14300;重石;omosi;"stone weight";68
14301;城址;zyoosi;"castle site";68
14302;尻尾;sippo;tail;68
14303;審美;sinbi;"aesthetic appreciation";68
14304;新制;sinsei;"new system";68
14305;吹聴;huityoo;"making public";68
14306;世子;seisi;heir;68
14307;世評;sehyoo;reputation;68
14308;先史;sensi;prehistory;68
14309;全市;zensi;"the whole city";68
14310;素数;sosuu;"prime number";68
14311;多産;tasan;fecundity;68
14312;泥炭;deitan;peat;68
14313;鉄路;teturo;railroad;68
14314;天外;tengai;"beyond the heavens";68
14315;天秤;tenbin;scales;68
14316;島嶼;toosyo;islands;68
14317;日参;nissan;"daily visit";68
14318;納戸;nando;"back room";68
14319;白眉;hakubi;"fine example";68
14320;薄暮;hakubo;dusk;68
14321;繁忙;hanboo;"pressure of business";68
14322;美名;bimei;"good name";68
14323;舞楽;bugaku;"court dance and music";68
14324;物見;monomi;sightseeing;68
14325;併願;heigan;"applying to enter more than one school";68
14326;偏愛;henai;favoritism;68
14327;防潮;bootyoo;"protection against the tide";68
14328;綿棒;menboo;"cotton swab";68
14329;門徒;monto;follower;68
14330;優雅;yuuga;elegance;68
14331;憂鬱;yuuutu;depression;68
14332;洛中;rakutyuu;"inside the capital";68
14333;冷泉;reisen;"cold mineral spring";68
14334;綺麗;kirei;pretty;68
14335;亜流;aryuu;"bad second";67
14336;異聞;ibun;"strange tale";67
14337;横穴;yokoana;cave;67
14338;花札;hanahuda;hanafuda;67
14339;回向;ekoo;"Buddhist memorial service";67
14340;改行;kaigyoo;"new line";67
14341;慨嘆;gaitan;deploring;67
14342;各人;kakuzin;"each person";67
14343;角形;kakugata;"square shape";67
14344;歓心;kansin;favour;67
14345;疑心;gisin;doubt;67
14346;義手;gisyu;"artificial arm";67
14347;吸湿;kyuusitu;"moisture absorbing";67
14348;給餌;kyuuzi;feeding;67
14349;旧名;kyuumei;"former name";67
14350;牛刀;gyuutoo;"butcher's knife";67
14351;月餅;geppei;mooncake;67
14352;堅実;kenzitu;steady;67
14353;甲斐;gai;effect;67
14354;硬度;koodo;hardness;67
14355;鉱床;koosyoo;"mineral deposit";67
14356;合繊;goosen;"synthetic fiber";67
14357;砂金;syakin;"gold dust";67
14358;雑木;zatuboku;"various kinds of small trees";67
14359;仕舞;simai;end;67
14360;子羊;kohituzi;lamb;67
14361;思念;sinen;thought;67
14362;字面;zimen;"impression derived from or appearance of kanji";67
14363;若人;wakoodo;"young person";67
14364;珠算;syuzan;"calculation with abacus";67
14365;秋分;syuubun;"autumnal equinox";67
14366;助詞;zyosi;particle;67
14367;新暦;sinreki;"the solar calendar";67
14368;真綿;mawata;"silk floss";67
14369;真木;maki;"yew plum pine";67
14370;正木;masaki;"Japanese spindletree";67
14371;聖夜;seiya;"holy night";67
14372;石柱;sekityuu;"stone pillar";67
14373;宣教;senkyoo;"religious mission";67
14374;線描;senbyoo;"line drawing";67
14375;全能;zennoo;almighty;67
14376;想念;soonen;thought;67
14377;大食;taisyoku;gluttony;67
14378;暖流;danryuu;"warm current";67
14379;丁稚;detti;apprentice;67
14380;倒立;tooritu;handstand;67
14381;同家;dooke;"the said family";67
14382;同流;dooryuu;"the same style";67
14383;爆殺;bakusatu;"killing with a bomb";67
14384;浮腫;husyu;swelling;67
14385;望外;boogai;unexpected;67
14386;防備;boobi;defense;67
14387;綿毛;watage;down;67
14388;傭兵;yoohei;mercenary;67
14389;林政;rinsei;"forest management";67
14390;霊前;reizen;"before the spirit of the deceased";67
14391;練達;rentatu;expert;67
14392;弄花;rooka;"gambling with flower cards";67
14393;邁進;maisin;"pushing forward";67
14394;愛敬;aikyoo;charm;66
14395;雲助;kumosuke;"palanquin bearer";66
14396;下請;sitauke;subcontract;66
14397;火勢;kasei;"force of flames";66
14398;過多;kata;excess;66
14399;怪盗;kaitoo;thief;66
14400;概説;gaisetu;"general statement";66
14401;休耕;kyuukoo;"lying fallow";66
14402;侠客;kyookaku;"self-styled humanitarian";66
14403;教則;kyoosoku;"rules of teaching";66
14404;極大;kyokudai;maximum;66
14405;苦行;kugyoo;penance;66
14406;愚問;gumon;"foolish question";66
14407;櫛形;kusigata;comb-shaped;66
14408;芸当;geitoo;feat;66
14409;検針;kensin;"inspection of a meter";66
14410;減数;gensuu;"decreasing in number";66
14411;口絵;kutie;frontispiece;66
14412;剛直;gootyoku;integrity;66
14413;雑技;zatugi;"performing arts";66
14414;子女;sizyo;"sons and daughters";66
14415;実需;zituzyu;"actual demand";66
14416;所以;yuen;reason;66
14417;女声;zyosei;"female voice";66
14418;商魂;syookon;"commercial spirit";66
14419;乗合;noriai;"riding together";66
14420;真贋;singan;"genuineness or spuriousness";66
14421;神官;sinkan;"Shinto priest";66
14422;絶唱;zessyoo;"superb poem or song";66
14423;争論;sooron;argument;66
14424;草丈;kusatake;"rice plant's height";66
14425;頂戴;tyoodai;receiving;66
14426;転記;tenki;posting;66
14427;土葬;dosoo;burial;66
14428;塔頭;tattyuu;"sub-temple, esp. a Zen one founded to commemorate the death of a high priest";66
14429;湯量;yuryoo;"quantity of hot spring water";66
14430;動体;dootai;"moving body";66
14431;同文;doobun;"same script";66
14432;特有;tokuyuu;characteristic;66
14433;薄弱;hakuzyaku;feebleness;66
14434;標題;hyoodai;title;66
14435;風流;huuryuu;elegance;66
14436;仏具;butugu;"Buddhist altar equipment";66
14437;謀殺;boosatu;"premeditated murder";66
14438;本元;honmoto;origin;66
14439;無辜;muko;innocent;66
14440;目鼻;mehana;shape;66
14441;野犬;yaken;"stray dog";66
14442;夕凪;yuunagi;"evening calm";66
14443;葉書;hagaki;postcard;66
14444;鈴蘭;suzuran;"lily of the valley";66
14445;霊山;reizan;"sacred mountain";66
14446;連記;renki;"multiple entry";66
14447;連句;renku;"linked verse";66
14448;位相;isoo;phase;65
14449;一途;itizu;wholehearted;65
14450;温浴;onyoku;"hot bath";65
14451;家訓;kakun;"family precepts";65
14452;荷重;niomo;"heavy load";65
14453;学制;gakusei;"educational or school system";65
14454;頑固;ganko;stubbornness;65
14455;帰農;kinoo;"take up farming again";65
14456;旧交;kyuukoo;"old friendship";65
14457;魚群;gyogun;"school of fish";65
14458;経堂;kyoodoo;"sutra library";65
14459;血相;kessoo;expression;65
14460;江上;koozyoo;"bank of a large river";65
14461;荒業;arawaza;"physical labor";65
14462;混濁;kondaku;turbidity;65
14463;昨晩;sakuban;"last night";65
14464;桜色;sakurairo;"cherry blossom";65
14465;出獄;syutugoku;release;65
14466;水防;suiboo;"flood prevention";65
14467;整数;seisuu;integer;65
14468;西瓜;suika;watermelon;65
14469;西風;seihuu;"west wind";65
14470;青田;aota;"green paddy";65
14471;滞日;tainiti;"staying in Japan";65
14472;勅使;tyokusi;"imperial envoy";65
14473;入塾;nyuuzyuku;"entering a private school";65
14474;剥離;hakuri;detachment;65
14475;麦飯;mugimesi;"boiled barley and rice";65
14476;晩春;bansyun;"late spring";65
14477;番茶;bantya;"coarse tea";65
14478;氷雪;hyoosetu;"ice and snow";65
14479;風聞;huubun;rumour;65
14480;憤怒;hundo;anger;65
14481;慕情;bozyoo;longing;65
14482;砲丸;hoogan;shell;65
14483;防具;boogu;guard;65
14484;没入;botunyuu;immersion;65
14485;本誌;honsi;"this magazine";65
14486;冥界;meikai;hades;65
14487;立木;tatiki;"standing tree";65
14488;流体;ryuutai;fluid;65
14489;邂逅;kaikoo;"chance meeting";65
14490;移駐;ityuu;moving;64
14491;一等;ittoo;first-class;64
14492;応召;oosyoo;"respond to a call for military service";64
14493;穏健;onken;quiet;64
14494;荷札;nihuda;label;64
14495;画布;gahu;canvas;64
14496;回診;kaisin;"doctor's hospital rounds";64
14497;回天;kaiten;"changing the world";64
14498;階上;kaizyoo;"an upper floor";64
14499;間断;kandan;"break in time";64
14500;起工;kikoo;"setting to work";64
14501;狭小;kyoosyoo;narrow;64
14502;曲面;kyokumen;"curved surface";64
14503;軍靴;gunka;"military shoes";64
14504;型番;kataban;"model number";64
14505;減殺;gensai;lessening;64
14506;勾留;kooryuu;detention;64
14507;広言;koogen;boasting;64
14508;拘泥;koodei;"adherence to";64
14509;豪勢;goosei;luxury;64
14510;国父;kokuhu;"father of one's country";64
14511;魂胆;kontan;soul;64
14512;雑費;zappi;"miscellaneous expenses";64
14513;刺青;sisei;tattoo;64
14514;実車;zissya;"occupied taxi";64
14515;社友;syayuu;colleague;64
14516;謝金;syakin;reward;64
14517;車代;kurumadai;carfare;64
14518;手荒;teara;violent;64
14519;修整;syuusei;adjustment;64
14520;純血;zyunketu;pure-bred;64
14521;序幕;zyomaku;curtain-raiser;64
14522;小骨;kobone;"small bones";64
14523;城塞;zyoosai;fortress;64
14524;情況;zyookyoo;"state of affairs";64
14525;新編;sinpen;"new edition";64
14526;人徳;nintoku;"natural virtue";64
14527;水運;suiun;"water transportation";64
14528;精気;seiki;spirit;64
14529;聖徳;seitoku;"imperial virtue";64
14530;浅薄;senbaku;shallowness;64
14531;粗製;sosei;"crude construction or manufacture";64
14532;脱硫;daturyuu;desulfurization;64
14533;中層;tyuusoo;"middle part";64
14534;潮騒;siosai;"sea roar";64
14535;直列;tyokuretu;series;64
14536;沈降;tinkoo;precipitate;64
14537;天丼;tendon;"tempura served over a bowl of rice";64
14538;電熱;dennetu;"electric heat";64
14539;内宮;naikuu;"Inner Ise Shrine";64
14540;俳号;haigoo;"pseudonym of a haiku poet";64
14541;白鷺;sirasagi;"generic name for herons with all-white plumage";64
14542;薄日;usubi;"soft light";64
14543;卑下;hige;self-abasement;64
14544;悲憤;hihun;indignation;64
14545;氷塊;hyookai;"lump of ice";64
14546;病身;byoosin;"weak constitution";64
14547;貧農;hinnoo;"poor farmer";64
14548;符号;hugoo;sign;64
14549;侮蔑;bubetu;scorn;64
14550;法主;hossyu;"high priest";64
14551;冒涜;bootoku;blasphemy;64
14552;無音;muon;soundless;64
14553;無賃;mutin;charge-free;64
14554;毛根;mookon;"hair root";64
14555;門跡;monzeki;"temple formerly led by founder of sect";64
14556;雄飛;yuuhi;"launching out";64
14557;窯元;kamamoto;pottery;64
14558;裏道;uramiti;"back lane";64
14559;裏門;uramon;"back gate";64
14560;寮長;ryootyoo;"dormitory leader";64
14561;歴戦;rekisen;"long military service";64
14562;労役;rooeki;work;64
14563;慟哭;dookoku;wailing;64
14564;煙火;enka;"smoke and fumes";63
14565;改題;kaidai;"changing a title";63
14566;外材;gaizai;"foreign or imported timber";63
14567;鴨居;kamoi;lintel;63
14568;瓦版;kawaraban;"tile block print";63
14569;曲想;kyokusoo;"musical theme";63
14570;乞食;koziki;beggar;63
14571;光栄;kooei;honour;63
14572;高額;koogaku;"large sum";63
14573;合口;aikuti;chum;63
14574;砂上;sazyoo;"on sand";63
14575;座視;zasi;"remaining an idle spectator";63
14576;細見;saiken;scrutiny;63
14577;在官;zaikan;"holding office";63
14578;私兵;sihei;"private army";63
14579;車輛;syaryoo;"rolling stock";63
14580;邪気;zyaki;maliciousness;63
14581;収斂;syuuren;astringency;63
14582;女傑;zyoketu;"brave woman";63
14583;小党;syootoo;"small political party";63
14584;掌紋;syoomon;"palm print";63
14585;上代;zyoodai;"ancient times";63
14586;新撰;sinsen;"newly compiled, selected or edited";63
14587;寸分;sunbun;"tiny bit";63
14588;性根;syookon;perseverance;63
